,RollNumber,Name,exam-mid-35,exam-end-50,lab-basic01-20,lab-basic02-20,lab-basic03-20,asgn-basic01-15,asgn-basic02-15,asgn-basic03-15,asgn-basic04-15,oth-quiz01-30,oth-quiz02-30,oth-quiz03-30,fraud,overall,avgExam,avgLab,avgAsgn,avgOth,ChMarks,var,cheatflagged,temp,best,worst,bestExam,worstExam
239,240,0,1199.5002082465642,288.0,625.0,0.0,3750.0,23703.703703703704,7901.234567901236,3950.617283950618,0.0,2098.7654320987654,740.7407407407408,2592.5925925925926,1,33.24603174603175,87.42857142857143,35.0,120.0,146.66666666666666,89.6984126984127,389.4815501958359,30.301587301587304,389.51162897358716,80.0,0.0,basic01,basic04
240,241,0,1066.222407330279,80.0,3125.0,5625.0,7500.0,1975.308641975309,15802.469135802472,19753.086419753086,7901.234567901236,1728.395061728395,2222.2222222222217,1851.8518518518513,5,35.98412698412699,55.714285714285715,130.0,153.33333333333334,156.66666666666666,114.12698412698414,860.3840273483129,39.2063492063492,860.4118173791907,66.67,6.67,basic03,basic01
241,242,0,1066.222407330279,80.0,8125.0,5000.0,6250.0,23703.703703703704,23703.703703703704,0.0,3950.617283950618,740.7407407407408,246.91358024691363,246.91358024691363,2,34.87301587301588,55.714285714285715,155.0,173.33333333333334,33.333333333333336,81.34920634920636,876.5500412286127,91.98412698412699,876.578716695158,80.0,0.0,basic02,basic03
242,243,0,2265.7226155768426,592.0,625.0,10000.0,7500.0,25679.012345679013,13827.16049382716,11851.851851851852,25679.012345679013,2592.5925925925926,617.283950617284,1234.567901234568,0,67.78571428571428,171.14285714285714,145.0,260.0,120.0,145.38095238095238,466.4961691747406,114.61904761904762,466.51092154565737,97.14,5.0,mid,basic01
243,244,0,1332.778009162849,720.0,8125.0,10000.0,8750.0,23703.703703703704,21728.395061728388,9876.543209876543,25679.012345679013,2222.2222222222217,2716.0493827160485,617.283950617284,5,70.11904761904762,147.14285714285714,215.0,273.3333333333333,149.99999999999997,170.7142857142857,896.2566309352023,102.61904761904762,896.2708923953043,90.0,16.67,end,quiz03
244,245,0,533.1112036651396,288.0,3750.0,11875.0,3750.0,27654.32098765432,11851.851851851852,3950.617283950618,17777.777777777774,740.7407407407408,0.0,740.7407407407408,6,36.714285714285715,58.85714285714286,155.0,206.66666666666666,40.0,84.61904761904762,910.6668556311415,122.04761904761904,910.6940929852271,95.0,0.0,basic02,quiz02
245,246,0,799.6668054977092,256.0,0.0,5000.0,3125.0,23703.703703703704,17777.777777777774,25679.012345679013,0.0,2345.6790123456794,0.0,864.1975308641975,7,31.626984126984127,66.28571428571428,65.0,226.66666666666669,86.66666666666667,72.65079365079366,1225.0321411392842,154.015873015873,1225.0637597089203,86.67,0.0,basic03,quiz02
246,247,0,2132.444814660558,752.0,6875.0,1875.0,4375.0,3950.617283950618,0.0,11851.851851851852,3950.617283950618,617.283950617284,2592.5925925925926,3456.79012345679,8,64.52380952380952,185.42857142857144,105.0,66.66666666666667,180.0,156.80952380952382,887.2255033326463,-90.14285714285715,887.2410014876278,94.0,0.0,end,basic02
247,248,0,199.9167013744273,752.0,3750.0,6875.0,7500.0,25679.012345679013,1975.308641975309,23703.703703703704,17777.777777777774,3456.79012345679,2098.7654320987654,2345.6790123456794,9,53.08730158730159,102.57142857142857,145.0,233.33333333333334,213.33333333333334,153.63492063492063,711.6621143406855,79.69841269841271,711.6809512370826,94.0,6.67,end,basic02
248,249,0,1799.250312369846,0.0,3750.0,3750.0,8125.0,7901.234567901236,27654.32098765432,7901.234567901236,9876.543209876543,2345.6790123456794,1358.0246913580243,864.1975308641975,7,40.3968253968254,77.14285714285714,125.0,180.0,123.33333333333333,108.4920634920635,828.5490964062393,71.5079365079365,828.5738508266716,93.33,0.0,basic02,end
249,250,0,666.3890045814245,0.0,7500.0,7500.0,11250.0,21728.395061728388,0.0,9876.543209876543,23703.703703703704,2098.7654320987654,1358.0246913580243,1728.395061728395,4,37.476190476190474,28.571428571428573,210.0,186.66666666666666,140.0,126.19047619047619,849.807239057239,60.47619047619047,849.8339226658794,90.0,0.0,basic03,basic02
250,251,0,932.9446064139943,544.0,11875.0,0.0,6250.0,23703.703703703704,15802.469135802472,21728.395061728388,15802.469135802472,864.1975308641975,2098.7654320987654,123.45679012345681,1,50.77777777777778,108.0,145.0,260.0,83.33333333333333,112.1111111111111,890.2112279255136,147.8888888888889,890.2309215797806,95.0,0.0,basic01,basic02
251,252,0,133.2778009162849,768.0,1250.0,8750.0,5000.0,15802.469135802472,15802.469135802472,5925.925925925926,11851.851851851852,370.3703703703704,3209.8765432098767,1851.8518518518513,5,46.48412698412699,101.71428571428571,120.0,166.66666666666669,146.66666666666669,122.7936507936508,703.8836665979525,43.87301587301589,703.9051793177749,96.0,5.71,end,mid
252,253,0,1532.6947105372758,592.0,7500.0,3750.0,5000.0,19753.086419753086,21728.395061728388,19753.086419753086,27654.32098765432,493.82716049382725,1358.0246913580243,246.91358024691363,2,57.317460317460316,139.71428571428572,130.0,300.0,56.666666666666664,108.7936507936508,1100.0249261320691,191.20634920634922,1100.0423728227365,93.33,6.67,basic04,quiz03
253,254,0,199.9167013744273,48.0,6250.0,2500.0,4375.0,25679.012345679013,23703.703703703704,15802.469135802472,25679.012345679013,246.91358024691363,2592.5925925925926,123.45679012345681,1,24.476190476190478,14.571428571428571,105.0,306.6666666666667,80.0,66.52380952380952,757.2599979385692,240.14285714285717,757.3008539696976,86.67,3.33,basic04,quiz03
254,255,0,399.8334027488546,784.0,6250.0,5625.0,7500.0,19753.086419753086,3950.617283950618,11851.851851851852,27654.32098765432,2716.0493827160485,864.1975308641975,2222.2222222222217,8,54.84126984126984,115.14285714285714,155.0,213.33333333333331,156.66666666666666,142.26984126984124,642.6866453652168,71.06349206349208,642.7048798080533,98.0,13.33,end,basic02
255,256,0,1799.250312369846,160.0,5625.0,5000.0,7500.0,3950.617283950618,25679.012345679013,17777.777777777774,15802.469135802472,3086.419753086419,2839.5061728395067,864.1975308641975,7,50.230158730158735,97.14285714285714,145.0,213.33333333333334,183.33333333333334,141.82539682539684,599.2609599395315,71.5079365079365,599.280868297882,86.67,13.33,basic02,basic01
256,257,0,1932.528113286131,736.0,9375.0,6250.0,2500.0,21728.395061728388,11851.851851851852,21728.395061728388,3950.617283950618,2345.6790123456794,1604.9382716049383,2098.7654320987654,7,68.65873015873017,174.85714285714286,145.0,200.0,163.33333333333334,161.06349206349208,898.4320071462928,38.93650793650792,898.4465719364905,92.0,13.33,end,basic04
257,258,0,1732.6114119117035,384.0,0.0,4375.0,3125.0,1975.308641975309,21728.395061728388,21728.395061728388,17777.777777777774,3086.419753086419,123.45679012345681,1604.9382716049383,3,46.23809523809524,122.28571428571429,60.0,213.33333333333331,130.0,104.09523809523809,529.4566584209442,109.23809523809523,529.4782856094097,83.33,0.0,quiz01,basic01
258,259,0,1732.6114119117035,528.0,6875.0,6250.0,2500.0,19753.086419753086,0.0,19753.086419753086,15802.469135802472,2839.5061728395067,1358.0246913580243,1481.4814814814815,2,57.34920634920635,140.28571428571428,125.0,186.66666666666669,153.33333333333334,139.53968253968253,795.232512196798,47.126984126984155,795.2499492297346,76.67,0.0,quiz01,basic02
259,260,0,1732.6114119117035,160.0,2500.0,1875.0,7500.0,19753.086419753086,17777.777777777774,11851.851851851852,27654.32098765432,1975.308641975309,3580.2469135802476,987.6543209876545,8,45.460317460317455,94.28571428571429,95.0,260.0,176.66666666666666,121.98412698412699,950.2990964062392,138.015873015873,950.3210936129431,96.67,15.0,quiz02,basic02
260,261,0,2132.444814660558,112.0,9375.0,8125.0,3125.0,5925.925925925926,13827.16049382716,27654.32098765432,1975.308641975309,1851.8518518518513,2962.962962962963,1111.1111111111109,9,52.35714285714286,105.42857142857143,165.0,166.66666666666666,160.0,143.47619047619048,772.7014876657731,23.190476190476176,772.7205872564962,93.33,6.67,basic03,basic04
261,262,0,599.7501041232821,96.0,6875.0,5000.0,8750.0,1975.308641975309,1975.308641975309,27654.32098765432,5925.925925925926,493.82716049382725,370.3703703703704,1234.567901234568,0,30.984126984126988,37.714285714285715,165.0,126.66666666666666,56.66666666666667,86.46031746031747,750.8790455576169,40.20634920634919,750.9113201477809,93.33,6.67,basic03,basic02
262,263,0,1799.250312369846,352.0,625.0,6250.0,6250.0,23703.703703703704,13827.16049382716,7901.234567901236,1975.308641975309,3086.419753086419,2469.135802469136,740.7407407407408,6,50.45238095238095,121.14285714285714,105.0,159.99999999999997,170.0,132.04761904761904,1046.9253590325018,27.952380952380935,1046.9451797026293,83.33,5.0,quiz01,basic01
263,264,0,199.9167013744273,624.0,11250.0,3125.0,1250.0,25679.012345679013,5925.925925925926,13827.16049382716,15802.469135802472,0.0,2469.135802469136,740.7407407407408,6,42.198412698412696,86.57142857142857,125.0,206.66666666666669,86.66666666666667,99.41269841269842,449.4436026936027,107.25396825396827,449.46730026742256,90.0,0.0,basic01,quiz01
264,265,0,932.9446064139943,192.0,4375.0,8750.0,1250.0,11851.851851851852,13827.16049382716,9876.543209876543,25679.012345679013,1358.0246913580243,2222.2222222222217,2345.6790123456794,9,38.00000000000001,64.0,115.0,206.66666666666669,160.0,113.0,602.931955610527,93.66666666666669,602.9582714000006,86.67,10.0,basic04,basic03
265,266,0,533.1112036651396,400.0,3750.0,10000.0,6875.0,21728.395061728388,23703.703703703704,25679.012345679013,3950.617283950618,2222.2222222222217,2469.135802469136,1234.567901234568,0,46.38095238095239,72.85714285714286,165.0,253.33333333333334,160.0,132.61904761904762,649.9092283377996,120.71428571428572,649.9307889127483,86.67,13.33,basic03,basic04
266,267,0,533.1112036651396,128.0,6875.0,5625.0,2500.0,9876.543209876543,19753.086419753086,0.0,21728.395061728388,246.91358024691363,1975.308641975309,2592.5925925925926,1,30.38095238095238,38.85714285714286,120.0,173.33333333333331,130.0,96.28571428571429,,77.04761904761902,,73.33,0.0,basic04,basic03
